"ID","PARENT_ID","URI","FILE_PATH","NAME","METHOD","STATUS","SIZE","TYPE","EXT","LAST_MODIFIED","EXTENSION_MISMATCH","HASH","FORMAT_COUNT","PUID","MIME_TYPE","FORMAT_NAME","FORMAT_VERSION"
"91","79","file:/D:/d_2018_002/data/07/VIDEO_TS/VTS_03_0.IFO","D:\d_2018_002\data\07\VIDEO_TS\VTS_03_0.IFO","VTS_03_0.IFO","Signature","Done","18432","File","ifo","2009-11-05T07:54:18","false",,"1","x-fmt/419","","DVD data file and backup data file",""
"92","79","file:/D:/d_2018_002/data/07/VIDEO_TS/VTS_03_0.VOB","D:\d_2018_002\data\07\VIDEO_TS\VTS_03_0.VOB","VTS_03_0.VOB","Signature","Done","10240","File","vob","2009-11-05T07:54:18","false",,"1","fmt/425","","Video Object File (MPEG-2 subset)",""
"99","79","file:/D:/d_2018_002/data/07/VIDEO_TS/VTS_03_1.VOB","D:\d_2018_002\data\07\VIDEO_TS\VTS_03_1.VOB","VTS_03_1.VOB","Signature","Done","147456","File","vob","2009-11-05T07:54:18","false",,"1","fmt/425","","Video Object File (MPEG-2 subset)",""
"97","2","file:/D:/d_2018_002/data/08/","D:\d_2018_002\data\08","08",,"Done","","Folder",,"2018-10-09T13:42:56","false",,"",,"","",""
"98","97","file:/D:/d_2018_002/data/08/VIDEO_TS/","D:\d_2018_002\data\08\VIDEO_TS","VIDEO_TS",,"Done","","Folder",,"2018-10-09T13:51:59","false",,"",,"","",""
"100","98","file:/D:/d_2018_002/data/08/VIDEO_TS/VIDEO_TS.BUP","D:\d_2018_002\data\08\VIDEO_TS\VIDEO_TS.BUP","VIDEO_TS.BUP","Signature","Done","14336","File","bup","2010-01-18T15:14:18","false",,"1","x-fmt/419","","DVD data file and backup data file",""
"102","98","file:/D:/d_2018_002/data/08/VIDEO_TS/VIDEO_TS.IFO","D:\d_2018_002\data\08\VIDEO_TS\VIDEO_TS.IFO","VIDEO_TS.IFO","Signature","Done","14336","File","ifo","2010-01-18T15:14:18","false",,"1","x-fmt/419","","DVD data file and backup data file",""
"101","98","file:/D:/d_2018_002/data/08/VIDEO_TS/VIDEO_TS.VOB","D:\d_2018_002\data\08\VIDEO_TS\VIDEO_TS.VOB","VIDEO_TS.VOB","Signature","Done","10240","File","vob","2010-01-18T15:14:18","false",,"1","fmt/425","","Video Object File (MPEG-2 subset)",""
"103","98","file:/D:/d_2018_002/data/08/VIDEO_TS/VTS_01_0.BUP","D:\d_2018_002\data\08\VIDEO_TS\VTS_01_0.BUP","VTS_01_0.BUP","Signature","Done","45056","File","bup","2010-01-18T15:14:18","false",,"1","x-fmt/419","","DVD data file and backup data file",""
"104","98","file:/D:/d_2018_002/data/08/VIDEO_TS/VTS_01_0.IFO","D:\d_2018_002\data\08\VIDEO_TS\VTS_01_0.IFO","VTS_01_0.IFO","Signature","Done","45056","File","ifo","2010-01-18T15:14:18","false",,"1","x-fmt/419","","DVD data file and backup data file",""
"106","98","file:/D:/d_2018_002/data/08/VIDEO_TS/VTS_01_0.VOB","D:\d_2018_002\data\08\VIDEO_TS\VTS_01_0.VOB","VTS_01_0.VOB","Signature","Done","323584","File","vob","2010-01-18T15:14:18","false",,"1","fmt/425","","Video Object File (MPEG-2 subset)",""
"113","98","file:/D:/d_2018_002/data/08/VIDEO_TS/VTS_01_1.VOB","D:\d_2018_002\data\08\VIDEO_TS\VTS_01_1.VOB","VTS_01_1.VOB","Signature","Done","1073709056","File","vob","2010-01-18T15:14:18","false",,"1","fmt/425","","Video Object File (MPEG-2 subset)",""
"105","98","file:/D:/d_2018_002/data/08/VIDEO_TS/VTS_01_2.VOB","D:\d_2018_002\data\08\VIDEO_TS\VTS_01_2.VOB","VTS_01_2.VOB","","Done","1073709056","File","vob","2010-01-18T15:14:18","false",,"0",,"","",""
"107","98","file:/D:/d_2018_002/data/08/VIDEO_TS/VTS_01_3.VOB","D:\d_2018_002\data\08\VIDEO_TS\VTS_01_3.VOB","VTS_01_3.VOB","","Done","760557568","File","vob","2010-01-18T15:14:18","false",,"0",,"","",""
"110","98","file:/D:/d_2018_002/data/08/VIDEO_TS/VTS_02_0.BUP","D:\d_2018_002\data\08\VIDEO_TS\VTS_02_0.BUP","VTS_02_0.BUP","Signature","Done","18432","File","bup","2010-01-18T15:14:18","false",,"1","x-fmt/419","","DVD data file and backup data file",""
"111","98","file:/D:/d_2018_002/data/08/VIDEO_TS/VTS_02_0.IFO","D:\d_2018_002\data\08\VIDEO_TS\VTS_02_0.IFO","VTS_02_0.IFO","Signature","Done","18432","File","ifo","2010-01-18T15:14:18","false",,"1","x-fmt/419","","DVD data file and backup data file",""
"112","98","file:/D:/d_2018_002/data/08/VIDEO_TS/VTS_02_0.VOB","D:\d_2018_002\data\08\VIDEO_TS\VTS_02_0.VOB","VTS_02_0.VOB","Signature","Done","10240","File","vob","2010-01-18T15:14:18","false",,"1","fmt/425","","Video Object File (MPEG-2 subset)",""
"118","98","file:/D:/d_2018_002/data/08/VIDEO_TS/VTS_02_1.VOB","D:\d_2018_002\data\08\VIDEO_TS\VTS_02_1.VOB","VTS_02_1.VOB","Signature","Done","98893824","File","vob","2010-01-18T15:14:18","false",,"1","fmt/425","","Video Object File (MPEG-2 subset)",""
"108","2","file:/D:/d_2018_002/data/09/","D:\d_2018_002\data\09","09",,"Done","","Folder",,"2018-11-15T11:35:08","false",,"",,"","",""
"109","108","file:/D:/d_2018_002/data/09/VIDEO_TS/","D:\d_2018_002\data\09\VIDEO_TS","VIDEO_TS",,"Done","","Folder",,"2018-10-09T14:07:39","false",,"",,"","",""
"116","109","file:/D:/d_2018_002/data/09/VIDEO_TS/VIDEO_TS.BUP","D:\d_2018_002\data\09\VIDEO_TS\VIDEO_TS.BUP","VIDEO_TS.BUP","Signature","Done","14336","File","bup","2002-01-01T00:21:30","false",,"1","x-fmt/419","","DVD data file and backup data file",""
"117","109","file:/D:/d_2018_002/data/09/VIDEO_TS/VIDEO_TS.IFO","D:\d_2018_002\data\09\VIDEO_TS\VIDEO_TS.IFO","VIDEO_TS.IFO","Signature","Done","14336","File","ifo","2002-01-01T00:21:30","false",,"1","x-fmt/419","","DVD data file and backup data file",""
"119","109","file:/D:/d_2018_002/data/09/VIDEO_TS/VTS_01_0.BUP","D:\d_2018_002\data\09\VIDEO_TS\VTS_01_0.BUP","VTS_01_0.BUP","Signature","Done","28672","File","bup","2002-01-01T00:21:30","false",,"1","x-fmt/419","","DVD data file and backup data file",""
"120","109","file:/D:/d_2018_002/data/09/VIDEO_TS/VTS_01_0.IFO","D:\d_2018_002\data\09\VIDEO_TS\VTS_01_0.IFO","VTS_01_0.IFO","Signature","Done","28672","File","ifo","2002-01-01T00:21:30","false",,"1","x-fmt/419","","DVD data file and backup data file",""
"126","109","file:/D:/d_2018_002/data/09/VIDEO_TS/VTS_01_1.VOB","D:\d_2018_002\data\09\VIDEO_TS\VTS_01_1.VOB","VTS_01_1.VOB","Signature","Done","958658560","File","vob","2002-01-01T00:21:30","false",,"1","fmt/425","","Video Object File (MPEG-2 subset)",""
"114","2","file:/D:/d_2018_002/data/18/","D:\d_2018_002\data\18","18",,"Done","","Folder",,"2018-11-15T11:40:54","false",,"",,"","",""
"115","114","file:/D:/d_2018_002/data/18/foto_s_joburg/","D:\d_2018_002\data\18\foto_s_joburg","foto_s_joburg",,"Done","","Folder",,"2018-11-15T11:42:54","false",,"",,"","",""
"121","115","file:/D:/d_2018_002/data/18/foto_s_joburg/1ste_school.JPG","D:\d_2018_002\data\18\foto_s_joburg\1ste_school.JPG","1ste_school.JPG","Signature","Done","726227","File","jpg","2001-01-01T00:00:00","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"159","115","file:/D:/d_2018_002/data/18/foto_s_joburg/Dua_tekent_boek.JPG","D:\d_2018_002\data\18\foto_s_joburg\Dua_tekent_boek.JPG","Dua_tekent_boek.JPG","Signature","Done","656042","File","jpg","2001-01-01T00:00:04","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"179","115","file:/D:/d_2018_002/data/18/foto_s_joburg/Ingang_Nasrec.JPG","D:\d_2018_002\data\18\foto_s_joburg\Ingang_Nasrec.JPG","Ingang_Nasrec.JPG","Signature","Done","743951","File","jpg","2001-01-01T00:00:16","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"192","115","file:/D:/d_2018_002/data/18/foto_s_joburg/Kopie_van_DSCN0306.JPG","D:\d_2018_002\data\18\foto_s_joburg\Kopie_van_DSCN0306.JPG","Kopie_van_DSCN0306.JPG","Signature","Done","687679","File","jpg","2001-01-01T00:00:00","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"197","115","file:/D:/d_2018_002/data/18/foto_s_joburg/Luc_Hens_tekent_boek.JPG","D:\d_2018_002\data\18\foto_s_joburg\Luc_Hens_tekent_boek.JPG","Luc_Hens_tekent_boek.JPG","Signature","Done","705815","File","jpg","2001-01-01T00:00:04","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"122","115","file:/D:/d_2018_002/data/18/foto_s_joburg/affiches_in_sandton.JPG","D:\d_2018_002\data\18\foto_s_joburg\affiches_in_sandton.JPG","affiches_in_sandton.JPG","Signature","Done","877766","File","jpg","2001-01-01T00:00:06","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"123","115","file:/D:/d_2018_002/data/18/foto_s_joburg/afrikaanse_groenen.JPG","D:\d_2018_002\data\18\foto_s_joburg\afrikaanse_groenen.JPG","afrikaanse_groenen.JPG","Signature","Done","743525","File","jpg","2001-01-01T00:00:00","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"124","115","file:/D:/d_2018_002/data/18/foto_s_joburg/afscheidsdans.JPG","D:\d_2018_002\data\18\foto_s_joburg\afscheidsdans.JPG","afscheidsdans.JPG","Signature","Done","681333","File","jpg","2001-01-01T00:00:00","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"125","115","file:/D:/d_2018_002/data/18/foto_s_joburg/afval.JPG","D:\d_2018_002\data\18\foto_s_joburg\afval.JPG","afval.JPG","Signature","Done","873839","File","jpg","2001-01-01T00:00:00","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"127","115","file:/D:/d_2018_002/data/18/foto_s_joburg/afval_2.JPG","D:\d_2018_002\data\18\foto_s_joburg\afval_2.JPG","afval_2.JPG","Signature","Done","811279","File","jpg","2001-01-01T00:00:00","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"128","115","file:/D:/d_2018_002/data/18/foto_s_joburg/afval_en_meisje.JPG","D:\d_2018_002\data\18\foto_s_joburg\afval_en_meisje.JPG","afval_en_meisje.JPG","Signature","Done","857252","File","jpg","2001-01-01T00:00:00","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"130","115","file:/D:/d_2018_002/data/18/foto_s_joburg/alexandra.JPG","D:\d_2018_002\data\18\foto_s_joburg\alexandra.JPG","alexandra.JPG","Signature","Done","728129","File","jpg","2001-01-01T00:00:00","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"129","115","file:/D:/d_2018_002/data/18/foto_s_joburg/bijn_in_sandton.JPG","D:\d_2018_002\data\18\foto_s_joburg\bijn_in_sandton.JPG","bijn_in_sandton.JPG","Signature","Done","796210","File","jpg","2001-01-01T00:00:00","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"131","115","file:/D:/d_2018_002/data/18/foto_s_joburg/bijna_in_Sandton.JPG","D:\d_2018_002\data\18\foto_s_joburg\bijna_in_Sandton.JPG","bijna_in_Sandton.JPG","Signature","Done","728452","File","jpg","2001-01-01T00:00:06","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"133","115","file:/D:/d_2018_002/data/18/foto_s_joburg/bmw_sandton1.JPG","D:\d_2018_002\data\18\foto_s_joburg\bmw_sandton1.JPG","bmw_sandton1.JPG","Signature","Done","727867","File","jpg","2001-01-01T00:00:08","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"132","115","file:/D:/d_2018_002/data/18/foto_s_joburg/bwm_sandton2.JPG","D:\d_2018_002\data\18\foto_s_joburg\bwm_sandton2.JPG","bwm_sandton2.JPG","Signature","Done","751586","File","jpg","2001-01-01T00:00:08","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"136","115","file:/D:/d_2018_002/data/18/foto_s_joburg/bwm_sandton3.JPG","D:\d_2018_002\data\18\foto_s_joburg\bwm_sandton3.JPG","bwm_sandton3.JPG","Signature","Done","751554","File","jpg","2001-01-01T00:00:08","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"134","115","file:/D:/d_2018_002/data/18/foto_s_joburg/daaaag.JPG","D:\d_2018_002\data\18\foto_s_joburg\daaaag.JPG","daaaag.JPG","Signature","Done","791814","File","jpg","2001-01-01T00:00:00","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"135","115","file:/D:/d_2018_002/data/18/foto_s_joburg/dakloze_met_zakennieuws1.JPG","D:\d_2018_002\data\18\foto_s_joburg\dakloze_met_zakennieuws1.JPG","dakloze_met_zakennieuws1.JPG","Signature","Done","777014","File","jpg","2001-01-01T00:00:00","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"139","115","file:/D:/d_2018_002/data/18/foto_s_joburg/dakloze_met_zakennieuws_2.JPG","D:\d_2018_002\data\18\foto_s_joburg\dakloze_met_zakennieuws_2.JPG","dakloze_met_zakennieuws_2.JPG","Signature","Done","792181","File","jpg","2001-01-01T00:00:08","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"137","115","file:/D:/d_2018_002/data/18/foto_s_joburg/de_bus.JPG","D:\d_2018_002\data\18\foto_s_joburg\de_bus.JPG","de_bus.JPG","Signature","Done","609549","File","jpg","2001-01-01T00:00:00","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"138","115","file:/D:/d_2018_002/data/18/foto_s_joburg/de_computers.JPG","D:\d_2018_002\data\18\foto_s_joburg\de_computers.JPG","de_computers.JPG","Signature","Done","670048","File","jpg","2001-01-01T00:00:00","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"141","115","file:/D:/d_2018_002/data/18/foto_s_joburg/de_drank.JPG","D:\d_2018_002\data\18\foto_s_joburg\de_drank.JPG","de_drank.JPG","Signature","Done","798541","File","jpg","2001-01-01T00:00:00","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"140","115","file:/D:/d_2018_002/data/18/foto_s_joburg/de_groep_1.JPG","D:\d_2018_002\data\18\foto_s_joburg\de_groep_1.JPG","de_groep_1.JPG","Signature","Done","759720","File","jpg","2001-01-01T00:00:00","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"142","115","file:/D:/d_2018_002/data/18/foto_s_joburg/de_groep_2.JPG","D:\d_2018_002\data\18\foto_s_joburg\de_groep_2.JPG","de_groep_2.JPG","Signature","Done","761171","File","jpg","2001-01-01T00:00:00","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"144","115","file:/D:/d_2018_002/data/18/foto_s_joburg/de_kinderen.JPG","D:\d_2018_002\data\18\foto_s_joburg\de_kinderen.JPG","de_kinderen.JPG","Signature","Done","738369","File","jpg","2001-01-01T00:00:04","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"145","115","file:/D:/d_2018_002/data/18/foto_s_joburg/de_mars.JPG","D:\d_2018_002\data\18\foto_s_joburg\de_mars.JPG","de_mars.JPG","Signature","Done","734780","File","jpg","2001-01-01T00:00:00","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"143","115","file:/D:/d_2018_002/data/18/foto_s_joburg/de_mars2.JPG","D:\d_2018_002\data\18\foto_s_joburg\de_mars2.JPG","de_mars2.JPG","Signature","Done","720065","File","jpg","2001-01-01T00:00:02","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"146","115","file:/D:/d_2018_002/data/18/foto_s_joburg/de_mars3.JPG","D:\d_2018_002\data\18\foto_s_joburg\de_mars3.JPG","de_mars3.JPG","Signature","Done","808970","File","jpg","2001-01-01T00:00:00","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"147","115","file:/D:/d_2018_002/data/18/foto_s_joburg/de_mars_4_vrede.JPG","D:\d_2018_002\data\18\foto_s_joburg\de_mars_4_vrede.JPG","de_mars_4_vrede.JPG","Signature","Done","822840","File","jpg","2001-01-01T00:00:00","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"148","115","file:/D:/d_2018_002/data/18/foto_s_joburg/de_politie.JPG","D:\d_2018_002\data\18\foto_s_joburg\de_politie.JPG","de_politie.JPG","Signature","Done","676526","File","jpg","2001-01-01T00:00:00","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"150","115","file:/D:/d_2018_002/data/18/foto_s_joburg/de_prins.JPG","D:\d_2018_002\data\18\foto_s_joburg\de_prins.JPG","de_prins.JPG","Signature","Done","713861","File","jpg","2001-01-01T00:00:04","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"151","115","file:/D:/d_2018_002/data/18/foto_s_joburg/de_school.JPG","D:\d_2018_002\data\18\foto_s_joburg\de_school.JPG","de_school.JPG","Signature","Done","661175","File","jpg","2001-01-01T00:00:00","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"149","115","file:/D:/d_2018_002/data/18/foto_s_joburg/de_uitleg.JPG","D:\d_2018_002\data\18\foto_s_joburg\de_uitleg.JPG","de_uitleg.JPG","Signature","Done","821416","File","jpg","2001-01-01T00:00:00","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"155","115","file:/D:/d_2018_002/data/18/foto_s_joburg/dikke_poepen.JPG","D:\d_2018_002\data\18\foto_s_joburg\dikke_poepen.JPG","dikke_poepen.JPG","Signature","Done","768040","File","jpg","2001-01-01T00:00:00","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"152","115","file:/D:/d_2018_002/data/18/foto_s_joburg/dominee.JPG","D:\d_2018_002\data\18\foto_s_joburg\dominee.JPG","dominee.JPG","Signature","Done","717283","File","jpg","2001-01-01T00:00:00","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"153","115","file:/D:/d_2018_002/data/18/foto_s_joburg/droge_rivier.JPG","D:\d_2018_002\data\18\foto_s_joburg\droge_rivier.JPG","droge_rivier.JPG","Signature","Done","796317","File","jpg","2001-01-01T00:00:00","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"154","115","file:/D:/d_2018_002/data/18/foto_s_joburg/dua_plant_boom.JPG","D:\d_2018_002\data\18\foto_s_joburg\dua_plant_boom.JPG","dua_plant_boom.JPG","Signature","Done","784128","File","jpg","2001-01-01T00:00:02","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"156","115","file:/D:/d_2018_002/data/18/foto_s_joburg/dua_plant_boom_2.JPG","D:\d_2018_002\data\18\foto_s_joburg\dua_plant_boom_2.JPG","dua_plant_boom_2.JPG","Signature","Done","856688","File","jpg","2001-01-01T00:00:00","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"157","115","file:/D:/d_2018_002/data/18/foto_s_joburg/dua_plant_boom_3.JPG","D:\d_2018_002\data\18\foto_s_joburg\dua_plant_boom_3.JPG","dua_plant_boom_3.JPG","Signature","Done","763579","File","jpg","2001-01-01T00:00:02","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"158","115","file:/D:/d_2018_002/data/18/foto_s_joburg/enge_ventjes_1.JPG","D:\d_2018_002\data\18\foto_s_joburg\enge_ventjes_1.JPG","enge_ventjes_1.JPG","Signature","Done","752087","File","jpg","2001-01-01T00:00:04","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"160","115","file:/D:/d_2018_002/data/18/foto_s_joburg/enge_ventjes_2.JPG","D:\d_2018_002\data\18\foto_s_joburg\enge_ventjes_2.JPG","enge_ventjes_2.JPG","Signature","Done","756696","File","jpg","2001-01-01T00:00:04","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"161","115","file:/D:/d_2018_002/data/18/foto_s_joburg/familie.JPG","D:\d_2018_002\data\18\foto_s_joburg\familie.JPG","familie.JPG","Signature","Done","592492","File","jpg","2001-01-01T00:00:00","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"162","115","file:/D:/d_2018_002/data/18/foto_s_joburg/flat_in_alexandra.JPG","D:\d_2018_002\data\18\foto_s_joburg\flat_in_alexandra.JPG","flat_in_alexandra.JPG","Signature","Done","752930","File","jpg","2001-01-01T00:00:04","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"163","115","file:/D:/d_2018_002/data/18/foto_s_joburg/geert_en_deuda_ecologica.JPG","D:\d_2018_002\data\18\foto_s_joburg\geert_en_deuda_ecologica.JPG","geert_en_deuda_ecologica.JPG","Signature","Done","770869","File","jpg","2001-01-01T00:00:06","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"164","115","file:/D:/d_2018_002/data/18/foto_s_joburg/geert_en_spandoek.JPG","D:\d_2018_002\data\18\foto_s_joburg\geert_en_spandoek.JPG","geert_en_spandoek.JPG","Signature","Done","756235","File","jpg","2001-01-01T00:00:00","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"165","115","file:/D:/d_2018_002/data/18/foto_s_joburg/geert_en_spandoek2.JPG","D:\d_2018_002\data\18\foto_s_joburg\geert_en_spandoek2.JPG","geert_en_spandoek2.JPG","Signature","Done","790598","File","jpg","2001-01-01T00:00:00","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"166","115","file:/D:/d_2018_002/data/18/foto_s_joburg/greenpeace.JPG","D:\d_2018_002\data\18\foto_s_joburg\greenpeace.JPG","greenpeace.JPG","Signature","Done","744389","File","jpg","2001-01-01T00:00:00","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"167","115","file:/D:/d_2018_002/data/18/foto_s_joburg/greenpeace2.JPG","D:\d_2018_002\data\18\foto_s_joburg\greenpeace2.JPG","greenpeace2.JPG","Signature","Done","751809","File","jpg","2001-01-01T00:00:00","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"168","115","file:/D:/d_2018_002/data/18/foto_s_joburg/greenpeace_vandana1.JPG","D:\d_2018_002\data\18\foto_s_joburg\greenpeace_vandana1.JPG","greenpeace_vandana1.JPG","Signature","Done","615994","File","jpg","2001-01-01T00:00:00","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"169","115","file:/D:/d_2018_002/data/18/foto_s_joburg/greenpeace_vandana2.JPG","D:\d_2018_002\data\18\foto_s_joburg\greenpeace_vandana2.JPG","greenpeace_vandana2.JPG","Signature","Done","555051","File","jpg","2001-01-01T00:00:00","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"170","115","file:/D:/d_2018_002/data/18/foto_s_joburg/greenpeace_winkelcentrum.JPG","D:\d_2018_002\data\18\foto_s_joburg\greenpeace_winkelcentrum.JPG","greenpeace_winkelcentrum.JPG","Signature","Done","755557","File","jpg","2001-01-01T00:00:00","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"171","115","file:/D:/d_2018_002/data/18/foto_s_joburg/groep_kinderen.JPG","D:\d_2018_002\data\18\foto_s_joburg\groep_kinderen.JPG","groep_kinderen.JPG","Signature","Done","742909","File","jpg","2001-01-01T00:00:00","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"172","115","file:/D:/d_2018_002/data/18/foto_s_joburg/het_eten.JPG","D:\d_2018_002\data\18\foto_s_joburg\het_eten.JPG","het_eten.JPG","Signature","Done","706597","File","jpg","2001-01-01T00:00:00","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"173","115","file:/D:/d_2018_002/data/18/foto_s_joburg/het_zwembad.JPG","D:\d_2018_002\data\18\foto_s_joburg\het_zwembad.JPG","het_zwembad.JPG","Signature","Done","883614","File","jpg","2001-01-01T00:00:00","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"177","115","file:/D:/d_2018_002/data/18/foto_s_joburg/huis.JPG","D:\d_2018_002\data\18\foto_s_joburg\huis.JPG","huis.JPG","Signature","Done","752834","File","jpg","2001-01-01T00:00:06","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"176","115","file:/D:/d_2018_002/data/18/foto_s_joburg/huis_met_was.JPG","D:\d_2018_002\data\18\foto_s_joburg\huis_met_was.JPG","huis_met_was.JPG","Signature","Done","760075","File","jpg","2001-01-01T00:00:00","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"174","115","file:/D:/d_2018_002/data/18/foto_s_joburg/huisje.JPG","D:\d_2018_002\data\18\foto_s_joburg\huisje.JPG","huisje.JPG","Signature","Done","781936","File","jpg","2001-01-01T00:00:00","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"175","115","file:/D:/d_2018_002/data/18/foto_s_joburg/huisjes_in_alexandra.JPG","D:\d_2018_002\data\18\foto_s_joburg\huisjes_in_alexandra.JPG","huisjes_in_alexandra.JPG","Signature","Done","711890","File","jpg","2001-01-01T00:00:00","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"178","115","file:/D:/d_2018_002/data/18/foto_s_joburg/ik_zie_ik_zie.JPG","D:\d_2018_002\data\18\foto_s_joburg\ik_zie_ik_zie.JPG","ik_zie_ik_zie.JPG","Signature","Done","713198","File","jpg","2001-01-01T00:00:08","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"182","115","file:/D:/d_2018_002/data/18/foto_s_joburg/in_alexandra.JPG","D:\d_2018_002\data\18\foto_s_joburg\in_alexandra.JPG","in_alexandra.JPG","Signature","Done","677803","File","jpg","2001-01-01T00:00:00","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
"180","115","file:/D:/d_2018_002/data/18/foto_s_joburg/ingang_sandton.JPG","D:\d_2018_002\data\18\foto_s_joburg\ingang_sandton.JPG","ingang_sandton.JPG","Signature","Done","776587","File","jpg","2001-01-01T00:00:00","false",,"1","x-fmt/390","image/jpeg","Exchangeable Image File Format (Compressed)","2.1"
